model,L,agg,q_thr,thr,AUC,P,R,F1,pred_pos_rate
SVM(Linear),70,max,0.8,0.08537916851467887,0.4602125493113183,0.12121212121212122,0.009779951100244499,0.01809954751131222,0.040740740740740744
LogReg,71,max,0.8,0.5300281568626106,0.48290642586687316,0.4166666666666667,0.061124694376528114,0.10660980810234541,0.07407407407407407
NaiveBayes,71,max,0.8,0.6695146431903307,0.5447749818607515,0.5450643776824035,0.3105134474327628,0.3956386292834891,0.2876543209876543
SVM(Linear),71,max,0.8,0.07663417162843024,0.4575907419714772,0.15217391304347827,0.017114914425427872,0.03076923076923077,0.056790123456790124
LogReg,72,max,0.8,0.5381640458801898,0.46448060777152467,0.27419354838709675,0.04156479217603912,0.07218683651804671,0.07654320987654321
NaiveBayes,72,max,0.8,0.7527510849222844,0.5178679218823357,0.524904214559387,0.33496332518337407,0.408955223880597,0.32222222222222224
SVM(Linear),72,max,0.8,0.08953317490356824,0.4541153229395947,0.16981132075471697,0.022004889975550123,0.03896103896103896,0.0654320987654321
LogReg,73,max,0.8,0.540529205857609,0.4472681377241492,0.22580645161290322,0.017114914425427872,0.031818181818181815,0.03827160493827161
NaiveBayes,73,max,0.8,0.7614531387017189,0.5208006877671347,0.5057034220532319,0.3251833740831296,0.3958333333333333,0.32469135802469135
SVM(Linear),73,max,0.8,0.09978383616658097,0.4285862361211884,0.11428571428571428,0.009779951100244499,0.018018018018018018,0.043209876543209874
LogReg,74,max,0.8,0.537963669026494,0.46600491436445557,0.24324324324324326,0.022004889975550123,0.04035874439461883,0.04567901234567901
NaiveBayes,74,max,0.8,0.7500893770999678,0.49619228213085875,0.4980392156862745,0.3105134474327628,0.3825301204819277,0.3148148148148148
SVM(Linear),74,max,0.8,0.09941001474787373,0.43776865903700407,0.07142857142857142,0.004889975550122249,0.009153318077803204,0.0345679012345679
LogReg,75,max,0.8,0.5347796333140743,0.45309098890914523,0.1724137931034483,0.012224938875305624,0.0228310502283105,0.03580246913580247
NaiveBayes,75,max,0.8,0.7459170643317913,0.5016005219225774,0.5225563909774437,0.33985330073349634,0.41185185185185186,0.32839506172839505
SVM(Linear),75,max,0.8,0.09149888672091172,0.4384271594851502,0.037037037037037035,0.0024449877750611247,0.0045871559633027525,0.03333333333333333
LogReg,76,max,0.8,0.5388152896940422,0.4145260321079941,0.05,0.0024449877750611247,0.004662004662004662,0.024691358024691357
NaiveBayes,76,max,0.8,0.7470289159484783,0.455676212890756,0.4496124031007752,0.28361858190709044,0.34782608695652173,0.31851851851851853
SVM(Linear),76,max,0.8,0.09279964155226042,0.41247126682072327,0.06666666666666667,0.004889975550122249,0.009111617312072893,0.037037037037037035
LogReg,77,max,0.8,0.538703636131965,0.4505301538330213,0.05263157894736842,0.0024449877750611247,0.004672897196261682,0.02345679012345679
NaiveBayes,77,max,0.8,0.7299275701291791,0.4856684694132639,0.5019305019305019,0.31784841075794623,0.38922155688622756,0.3197530864197531
SVM(Linear),77,max,0.8,0.09444010672045473,0.4316775298916523,0.058823529411764705,0.0024449877750611247,0.004694835680751174,0.020987654320987655
LogReg,78,max,0.8,0.5314313592478496,0.45921870141272736,0.038461538461538464,0.0024449877750611247,0.004597701149425287,0.03209876543209877
NaiveBayes,78,max,0.8,0.7035184830066847,0.49708857440750204,0.5158730158730159,0.31784841075794623,0.39334341906202724,0.3111111111111111
SVM(Linear),78,max,0.8,0.08867216857569911,0.4247998585443482,0.041666666666666664,0.0024449877750611247,0.004618937644341801,0.02962962962962963
LogReg,79,max,0.8,0.5311775058682034,0.44733520721423825,0.0,0.0,0.0,0.03333333333333333
NaiveBayes,79,max,0.8,0.6939983289727358,0.5198617149058893,0.5358649789029536,0.3105134474327628,0.3931888544891641,0.29259259259259257
SVM(Linear),79,max,0.8,0.09050401860317493,0.4278606661829534,0.03333333333333333,0.0024449877750611247,0.004555808656036446,0.037037037037037035
LogReg,80,max,0.8,0.5334139897818571,0.5076977482943009,0.23529411764705882,0.019559902200488997,0.03611738148984198,0.04197530864197531
NaiveBayes,80,max,0.8,0.7095928905827644,0.5540732520776298,0.5330396475770925,0.29584352078239606,0.3805031446540881,0.2802469135802469
SVM(Linear),80,max,0.8,0.09109862000124545,0.45862117322829843,0.08695652173913043,0.004889975550122249,0.009259259259259259,0.028395061728395062
LogReg,81,max,0.8,0.5309693504330834,0.5018627026565615,0.25,0.022004889975550123,0.04044943820224719,0.044444444444444446
NaiveBayes,81,max,0.8,0.7207537380353728,0.5605485064844001,0.5570776255707762,0.2982885085574572,0.3885350318471338,0.27037037037037037
SVM(Linear),81,max,0.8,0.08741873773903941,0.4797541598326921,0.16666666666666666,0.012224938875305624,0.022779043280182234,0.037037037037037035
LogReg,82,max,0.8,0.5390575913254081,0.498478742020255,0.17857142857142858,0.012224938875305624,0.02288329519450801,0.0345679012345679
NaiveBayes,82,max,0.8,0.725132043064515,0.5451469126694266,0.5531914893617021,0.31784841075794623,0.40372670807453415,0.29012345679012347
SVM(Linear),82,max,0.8,0.09655068095609538,0.4951679481004091,0.1,0.007334963325183374,0.01366742596810934,0.037037037037037035
LogReg,83,max,0.8,0.5384772774932619,0.5061490527958832,0.14285714285714285,0.012224938875305624,0.02252252252252252,0.043209876543209874
NaiveBayes,83,max,0.8,0.7418199889565669,0.5451773988012854,0.5617529880478087,0.34474327628361856,0.42727272727272725,0.30987654320987656
SVM(Linear),83,max,0.8,0.09456904466829981,0.48094311897517816,0.08571428571428572,0.007334963325183374,0.013513513513513514,0.043209876543209874
LogReg,84,max,0.8,0.5366646772289172,0.47737014432134817,0.275,0.02689486552567237,0.04899777282850779,0.04938271604938271
NaiveBayes,84,max,0.8,0.7637784835863658,0.5219530635513905,0.5375,0.3154034229828851,0.3975346687211094,0.2962962962962963
SVM(Linear),84,max,0.8,0.08925210231733981,0.4634745654201904,0.03571428571428571,0.0024449877750611247,0.004576659038901602,0.0345679012345679
LogReg,85,max,0.8,0.5347450114122578,0.4711753623276771,0.375,0.05867970660146699,0.1014799154334038,0.07901234567901234
NaiveBayes,85,max,0.8,0.7658701598401919,0.5236785786145882,0.51171875,0.3202933985330073,0.39398496240601505,0.3160493827160494
SVM(Linear),85,max,0.8,0.09090961619155069,0.4582919230042254,0.08823529411764706,0.007334963325183374,0.013544018058690745,0.04197530864197531
LogReg,86,max,0.8,0.536861847882994,0.4894121664055021,0.07142857142857142,0.004889975550122249,0.009153318077803204,0.0345679012345679
NaiveBayes,86,max,0.8,0.7590233517538612,0.5156729203885153,0.5172413793103449,0.33007334963325186,0.40298507462686567,0.32222222222222224
SVM(Linear),86,max,0.8,0.10554412149056024,0.4830527592997945,0.041666666666666664,0.0024449877750611247,0.004618937644341801,0.02962962962962963
LogReg,87,max,0.8,0.5328121467089121,0.4965276295813035,0.1951219512195122,0.019559902200488997,0.035555555555555556,0.050617283950617285
NaiveBayes,87,max,0.8,0.7448408217097049,0.4821076892121774,0.5107913669064749,0.3471882640586797,0.413391557496361,0.3432098765432099
SVM(Linear),87,max,0.8,0.08923027530394279,0.482424744983507,0.08333333333333333,0.007334963325183374,0.01348314606741573,0.044444444444444446
LogReg,88,max,0.8,0.5342827332298212,0.4795895347206556,0.29411764705882354,0.02444987775061125,0.045146726862302484,0.04197530864197531
NaiveBayes,88,max,0.8,0.733578684891738,0.48433927406422816,0.49825783972125437,0.34963325183374083,0.4109195402298851,0.35432098765432096
SVM(Linear),88,max,0.8,0.082383264211003,0.47425446164539753,0.16666666666666666,0.014669926650366748,0.02696629213483146,0.044444444444444446
LogReg,89,max,0.8,0.53190440333615,0.46871208287350086,0.15,0.014669926650366748,0.026726057906458798,0.04938271604938271
NaiveBayes,89,max,0.8,0.7120475561347733,0.4943753086720851,0.5018050541516246,0.33985330073349634,0.40524781341107874,0.3419753086419753
SVM(Linear),89,max,0.8,0.09500482222659547,0.4477254297020285,0.08333333333333333,0.007334963325183374,0.01348314606741573,0.044444444444444446
LogReg,90,max,0.8,0.52990262985869,0.47442518398380573,0.18181818181818182,0.014669926650366748,0.027149321266968326,0.040740740740740744
NaiveBayes,90,max,0.8,0.6920108995049842,0.4917230152003853,0.48507462686567165,0.31784841075794623,0.38404726735598227,0.3308641975308642
SVM(Linear),90,max,0.8,0.08637254751445438,0.4691815693041236,0.07407407407407407,0.004889975550122249,0.009174311926605505,0.03333333333333333
LogReg,91,max,0.8,0.5371134470911394,0.44634135931564733,0.07142857142857142,0.004889975550122249,0.009153318077803204,0.0345679012345679
NaiveBayes,91,max,0.8,0.6960056115650344,0.4999969513868141,0.48188405797101447,0.3251833740831296,0.3883211678832117,0.34074074074074073
SVM(Linear),91,max,0.8,0.09789799277824923,0.43456761519184917,0.034482758620689655,0.0024449877750611247,0.0045662100456621,0.03580246913580247
LogReg,92,max,0.8,0.5368047235455549,0.47337646104786935,0.125,0.012224938875305624,0.022271714922048998,0.04938271604938271
NaiveBayes,92,max,0.8,0.7015917509136649,0.4935521831119024,0.4942528735632184,0.3154034229828851,0.3850746268656716,0.32222222222222224
SVM(Linear),92,max,0.8,0.09403086939326617,0.467980415708894,0.0975609756097561,0.009779951100244499,0.017777777777777778,0.050617283950617285
LogReg,93,max,0.8,0.5344044031457111,0.4832478705436897,0.1388888888888889,0.012224938875305624,0.02247191011235955,0.044444444444444446
NaiveBayes,93,max,0.8,0.7261395969594276,0.49653982403404695,0.5131578947368421,0.2860635696821516,0.3673469387755102,0.2814814814814815
SVM(Linear),93,max,0.8,0.09712603071176361,0.4793273539866715,0.0,0.0,0.0,0.03333333333333333
LogReg,94,max,0.8,0.536490880340167,0.4462559981464432,0.03125,0.0024449877750611247,0.0045351473922902496,0.03950617283950617
NaiveBayes,94,max,0.8,0.7383662259144576,0.5105329585571523,0.5042016806722689,0.293398533007335,0.37094281298299847,0.2938271604938272
SVM(Linear),94,max,0.8,0.09576339247193492,0.4358846160881415,0.0,0.0,0.0,0.03950617283950617
LogReg,95,max,0.8,0.5370041255418868,0.4388661597839143,0.17777777777777778,0.019559902200488997,0.03524229074889868,0.05555555555555555
NaiveBayes,95,max,0.8,0.7501331074803623,0.5155387814083373,0.4875,0.2860635696821516,0.3605546995377504,0.2962962962962963
SVM(Linear),95,max,0.8,0.09482381593902547,0.4438110103713821,0.1388888888888889,0.012224938875305624,0.02247191011235955,0.044444444444444446
LogReg,96,max,0.8,0.538032521312464,0.4774311165850655,0.3392857142857143,0.04645476772616137,0.08172043010752689,0.0691358024691358
NaiveBayes,96,max,0.8,0.7616206783995192,0.5298062911181703,0.5219123505976095,0.3202933985330073,0.396969696969697,0.30987654320987656
SVM(Linear),96,max,0.8,0.09525917220166533,0.47782133907285573,0.1111111111111111,0.012224938875305624,0.022026431718061675,0.05555555555555555
LogReg,97,max,0.8,0.5381101333338365,0.4862964837295514,0.26785714285714285,0.03667481662591687,0.06451612903225806,0.0691358024691358
NaiveBayes,97,max,0.8,0.7620042192716198,0.5214408965361657,0.5252918287937743,0.33007334963325186,0.40540540540540543,0.3172839506172839
SVM(Linear),97,max,0.8,0.09730937007147375,0.46331603753452555,0.23404255319148937,0.02689486552567237,0.04824561403508772,0.05802469135802469
LogReg,98,max,0.8,0.5396786481937249,0.49451554487863475,0.26666666666666666,0.029339853300733496,0.05286343612334802,0.05555555555555555
NaiveBayes,98,max,0.8,0.7544667806116291,0.5042954959788792,0.49063670411985016,0.3202933985330073,0.3875739644970414,0.3296296296296296
SVM(Linear),98,max,0.8,0.0949956343002611,0.48495509392777225,0.21621621621621623,0.019559902200488997,0.03587443946188341,0.04567901234567901
LogReg,99,max,0.8,0.5435465199314607,0.47914443719551975,0.37142857142857144,0.03178484107579462,0.05855855855855856,0.043209876543209874
NaiveBayes,99,max,0.8,0.7650801861637236,0.5108744032339689,0.5132075471698113,0.33251833740831294,0.4035608308605341,0.3271604938271605
SVM(Linear),99,max,0.8,0.11725129522616687,0.4589504234523716,0.25,0.012224938875305624,0.023310023310023312,0.024691358024691357
LogReg,100,max,0.8,0.5470624781396723,0.4628587455566463,0.045454545454545456,0.0024449877750611247,0.004640371229698376,0.027160493827160494
NaiveBayes,100,max,0.8,0.7651089309843684,0.515148558920547,0.5190839694656488,0.33251833740831294,0.40536512667660207,0.3234567901234568
SVM(Linear),100,max,0.8,0.11428681142448505,0.4621331756184111,0.12903225806451613,0.009779951100244499,0.01818181818181818,0.03827160493827161
